timestamp,exchange,symbol,best_bid,best_ask,mid_price,spread,spread_pct,bid_volume,ask_volume,depth_levels
2025-09-08T23:54:57.460132,Binance,BTCUSDT,112554.3,112554.4,112554.35,0.09999999999126885,8.884596640757896e-05,19.269,23.654000000000003,10
2025-09-08T23:54:58.247856,Gate,BTCUSDT,112615.0,112615.1,112615.05,0.10000000000582077,8.879807805956731e-05,2.7295420000000004,0.7282439999999999,10
2025-09-08T23:54:58.755947,OKX,BTCUSDT,112621.9,112622.0,112621.95,0.10000000000582077,8.87926376748234e-05,2.0975199199999994,0.72805931,10
2025-09-08T23:54:59.267005,BingX,BTCUSDT,112571.1,112573.9,112572.5,2.7999999999883585,0.0024872859712526223,30.208400000000005,0.0826,10
2025-09-08T23:54:59.962114,Bitunix,BTCUSDT,112550.0,112550.1,112550.05,0.10000000000582077,8.884936080065781e-05,7.817800000000001,6.0218,5
2025-09-08T23:55:01.074864,Bybit,BTCUSDT,112565.8,112565.9,112565.85,0.09999999999126885,8.88368896883636e-05,0.031000000000000003,12.097999999999999,10
2025-09-08T23:55:02.577716,Binance,ETHUSDT,4368.1,4368.11,4368.105,0.009999999999308784,0.00022893222574340096,194.27899999999994,68.86699999999999,10
2025-09-08T23:55:03.971403,Gate,ETHUSDT,4369.86,4369.87,4369.865,0.010000000000218279,0.0002288400213786531,32.6168,19.256,10
2025-09-08T23:55:04.408858,OKX,ETHUSDT,4370.5,4370.51,4370.505,0.010000000000218279,0.00022880651092306903,6.546367000000001,31.637214000000007,10
2025-09-08T23:55:04.827968,BingX,ETHUSDT,4368.35,4368.99,4368.67,0.6399999999994179,0.014649767549378138,129.55,163.21,10
2025-09-08T23:55:05.545457,Bitunix,ETHUSDT,4367.58,4367.59,4367.585,0.010000000000218279,0.0002289594821902328,63.767,81.878,5
2025-09-08T23:55:06.552608,Bybit,ETHUSDT,4367.7,4367.71,4367.705,0.010000000000218279,0.00022895319166972767,22.260000000000005,15.229999999999999,10
2025-09-08T23:55:08.045302,Binance,BNBUSDT,880.37,880.38,880.375,0.009999999999990905,0.0011358795967617102,86.27,102.90000000000002,10
2025-09-08T23:55:08.955801,Gate,BNBUSDT,879.9,880.0,879.95,0.10000000000002274,0.01136428206148335,65.962,75.225,10
2025-09-08T23:55:09.398318,OKX,BNBUSDT,879.7,879.8,879.75,0.09999999999990905,0.011366865586804097,151.94083700000002,147.00446,10
2025-09-08T23:55:09.876801,BingX,BNBUSDT,879.82,879.97,879.895,0.14999999999997726,0.017047488620798763,124.41000000000001,66.69,10
2025-09-08T23:55:10.464490,Bitunix,BNBUSDT,880.37,880.38,880.375,0.009999999999990905,0.0011358795967617102,46.48,62.11,5
2025-09-08T23:55:11.410670,Bybit,BNBUSDT,879.3,879.4,879.3499999999999,0.10000000000002274,0.011372036163077585,663.4000000000001,727.8800000000001,10
2025-09-08T23:55:13.016429,Binance,XRPUSDT,2.9849,2.985,2.98495,9.999999999976694e-05,0.0033501398683316954,382197.5,237528.80000000002,10
2025-09-08T23:55:13.677594,Gate,XRPUSDT,2.985,2.986,2.9855,0.001000000000000334,0.033495226930173636,178217.331,111805.571,10
2025-09-08T23:55:14.094112,OKX,XRPUSDT,2.9861,2.9862,2.9861500000000003,0.00010000000000021103,0.003348793597113709,43513.523018,34685.103381,10
2025-09-08T23:55:14.490342,BingX,XRPUSDT,2.9849,2.9861,2.9855,0.0011999999999998678,0.040194272316190514,353658.0,278680.0,10
2025-09-08T23:55:15.278169,Bitunix,XRPUSDT,2.9849,2.985,2.98495,9.999999999976694e-05,0.0033501398683316954,90251.3,76252.4,5
2025-09-08T23:55:16.344043,Bybit,XRPUSDT,2.9856,2.9857,2.9856499999999997,0.00010000000000021103,0.0033493544119441677,195073.0,209706.0,10
2025-09-08T23:55:18.012134,Binance,SOLUSDT,215.0,215.01,215.005,0.009999999999990905,0.00465105462663236,6570.61,12797.15,10
2025-09-08T23:55:18.779426,Gate,SOLUSDT,215.06,215.07,215.065,0.009999999999990905,0.004649757050189898,290.33399999999995,304.199,10
2025-09-08T23:55:19.151508,OKX,SOLUSDT,215.11,215.12,215.115,0.009999999999990905,0.004648676289422358,1106.9123330000002,610.43776,10
2025-09-08T23:55:19.599902,BingX,SOLUSDT,215.011,215.045,215.028,0.033999999999991815,0.015811894264929134,2109.0,1609.0,10
2025-09-08T23:55:20.464519,Bitunix,SOLUSDT,215.045,215.0451,215.04505,0.00010000000000331966,4.650188414163435e-05,1944.3999999999999,1684.7,5
2025-09-08T23:55:21.447584,Bybit,SOLUSDT,215.06,215.07,215.065,0.009999999999990905,0.004649757050189898,17417.8,7742.900000000001,10
2025-09-08T23:55:22.850306,Binance,ADAUSDT,0.8644,0.8645,0.8644499999999999,0.00010000000000010001,0.011568049048539536,1319171.0,1347905.0,10
2025-09-08T23:55:23.495649,Gate,ADAUSDT,0.8645,0.8646,0.86455,9.999999999998899e-05,0.011566711005724248,49542.310000000005,55538.4,10
2025-09-08T23:55:23.854059,OKX,ADAUSDT,0.8645,0.8647,0.8646,0.00019999999999997797,0.023132084200783942,195048.8556,256710.42140000002,10
2025-09-08T23:55:24.286076,BingX,ADAUSDT,0.8644,0.8651,0.8647499999999999,0.0007000000000000339,0.08094825093958184,2790984.0,1328511.0,10
2025-09-08T23:55:24.898820,Bitunix,ADAUSDT,0.8644,0.8645,0.8644499999999999,0.00010000000000010001,0.011568049048539536,402576.0,587316.0,5
2025-09-08T23:55:25.668415,Bybit,ADAUSDT,0.8642,0.8643,0.86425,9.999999999998899e-05,0.011570726063059185,719760.0,915612.0,10
2025-09-08T23:55:27.970912,Binance,DOGEUSDT,0.23758,0.23759,0.237585,9.999999999982245e-06,0.004209019929701894,2775586.0,2449103.0,10
2025-09-08T23:55:28.492249,Gate,DOGEUSDT,0.23768,0.23769,0.237685,1.0000000000010001e-05,0.004207249090186591,105129.80999999998,112671.76999999999,10
2025-09-08T23:55:28.793209,OKX,DOGEUSDT,0.23765,0.23766,0.237655,1.0000000000010001e-05,0.0042077801855673145,206218.576412,813588.122139,10
2025-09-08T23:55:29.119149,BingX,DOGEUSDT,0.23761,0.23774,0.237675,0.000130000000000019,0.05469653939203492,3651723.0,3294660.0,10
2025-09-08T23:55:29.540980,Bitunix,DOGEUSDT,0.23758,0.23759,0.237585,9.999999999982245e-06,0.004209019929701894,1524561.0,1570292.0,5
2025-09-08T23:55:30.348225,Bybit,DOGEUSDT,0.23756,0.23757,0.237565,1.0000000000010001e-05,0.0042093742765180065,1666031.0,1498464.0,10
2025-09-08T23:55:32.721418,Binance,AVAXUSDT,25.684,25.685,25.6845,0.0009999999999976694,0.0038933987424231323,4186.0,3597.0,10
2025-09-08T23:55:33.461360,Gate,AVAXUSDT,25.67,25.68,25.675,0.00999999999999801,0.03894839337876537,6864.388000000001,5536.482,10
2025-09-08T23:55:33.853380,OKX,AVAXUSDT,25.685,25.689,25.686999999999998,0.004000000000001336,0.015572079261888644,313.807392,829.179927,10
2025-09-08T23:55:34.290140,BingX,AVAXUSDT,25.679,25.708,25.6935,0.028999999999999915,0.11286901356374146,13625.0,10483.0,10
2025-09-08T23:55:34.900244,Bitunix,AVAXUSDT,25.685,25.686,25.685499999999998,0.0010000000000012221,0.0038932471628008885,9150.0,7305.0,5
2025-09-08T23:55:35.790187,Bybit,AVAXUSDT,25.678,25.679,25.6785,0.0009999999999976694,0.0038943084681646884,4436.8,1972.9,10
2025-09-08T23:55:38.075616,Binance,DOTUSDT,4.06,4.061,4.060499999999999,0.001000000000000334,0.024627508927480214,190761.1,181921.4,10
2025-09-08T23:55:38.776981,Gate,DOTUSDT,4.061,4.062,4.0615000000000006,0.001000000000000334,0.024621445278846087,31625.840000000004,22566.37,10
2025-09-08T23:55:39.201281,OKX,DOTUSDT,4.061,4.062,4.0615000000000006,0.001000000000000334,0.024621445278846087,31671.988979,25653.264005999998,10
2025-09-08T23:55:39.647810,BingX,DOTUSDT,4.06,4.072,4.066,0.012000000000000455,0.2951303492375911,279821.69999999995,306060.4,10
2025-09-08T23:55:40.268069,Bitunix,DOTUSDT,4.059,4.06,4.0595,0.0009999999999994458,0.024633575563479393,23658.300000000003,26083.6,5
2025-09-08T23:55:41.180041,Bybit,DOTUSDT,4.06,4.0601,4.06005,0.00010000000000065512,0.0024630238544021653,6462.0,6881.799999999998,10
2025-09-08T23:55:42.850017,Binance,LINKUSDT,23.161,23.162,23.1615,0.0009999999999976694,0.004317509660417803,8498.67,15053.98,10
2025-09-08T23:55:43.372292,Gate,LINKUSDT,23.169,23.17,23.1695,0.0010000000000012221,0.004316018904168075,1029.44,574.0999999999999,10
2025-09-08T23:55:43.704422,OKX,LINKUSDT,23.169,23.17,23.1695,0.0010000000000012221,0.004316018904168075,383.93191600000006,231.034065,10
2025-09-08T23:55:44.069373,BingX,LINKUSDT,23.147,23.173,23.159999999999997,0.0259999999999998,0.11226252158894562,21479.7,12397.699999999995,10
2025-09-08T23:55:44.471018,Bitunix,LINKUSDT,23.163,23.164,23.1635,0.0010000000000012221,0.004317136874829893,19973.26,19017.67,5
2025-09-08T23:55:45.272484,Bybit,LINKUSDT,23.157,23.158,23.1575,0.0010000000000012221,0.004318255424813655,6376.3,5796.4,10
2025-09-08T23:55:47.881174,Binance,LTCUSDT,113.25,113.26,113.255,0.010000000000005116,0.008829632245821478,3834.907,3120.014,10
2025-09-08T23:55:48.731356,Gate,LTCUSDT,113.33,113.34,113.33500000000001,0.010000000000005116,0.008823399655891927,250.344,391.128,10
2025-09-08T23:55:49.048378,OKX,LTCUSDT,113.33,113.34,113.33500000000001,0.010000000000005116,0.008823399655891927,681.794878,372.475727,10
2025-09-08T23:55:49.379839,BingX,LTCUSDT,113.26,113.38,113.32,0.11999999999999034,0.10589481115424491,4263.8,4186.5,10
2025-09-08T23:55:49.790774,Bitunix,LTCUSDT,113.2,113.26,113.23,0.060000000000002274,0.052989490417735825,1617.8390000000002,2509.25,5
2025-09-08T23:55:50.706199,Bybit,LTCUSDT,113.23,113.24,113.235,0.009999999999990905,0.008831191769321239,2349.9,3660.2000000000003,10
2025-09-08T23:55:53.101688,Binance,BCHUSDT,589.64,589.65,589.645,0.009999999999990905,0.0016959356901170885,130.585,42.949,10
2025-09-08T23:55:53.811186,Gate,BCHUSDT,589.91,589.98,589.9449999999999,0.07000000000005002,0.011865512886803011,15.219999999999999,12.543000000000003,10
2025-09-08T23:55:54.096184,OKX,BCHUSDT,589.9,590.0,589.95,0.10000000000002274,0.016950589032972748,134.14006,182.72429699999998,10
2025-09-08T23:55:54.461745,BingX,BCHUSDT,589.53,589.68,589.605,0.14999999999997726,0.025440761187570875,248.09000000000003,62.210000000000015,10
2025-09-08T23:55:55.021814,Bitunix,BCHUSDT,589.62,589.67,589.645,0.049999999999954525,0.008479678450585441,20.57,23.247999999999998,5
2025-09-08T23:55:55.770671,Bybit,BCHUSDT,589.4,589.5,589.45,0.10000000000002274,0.016964967342441722,2065.0299999999997,550.88,10
2025-09-08T23:55:57.888501,Binance,UNIUSDT,9.717,9.718,9.717500000000001,0.0009999999999994458,0.010290712631844052,23754.0,30342.0,10
2025-09-08T23:55:58.403098,Gate,UNIUSDT,9.722,9.723,9.7225,0.0010000000000012221,0.010285420416572096,3463.21,2367.52,10
2025-09-08T23:55:58.695938,OKX,UNIUSDT,9.72,9.721,9.720500000000001,0.0009999999999994458,0.010287536649343612,4400.199957999999,4691.665902,10
2025-09-08T23:55:59.060776,BingX,UNIUSDT,9.717,9.729,9.722999999999999,0.011999999999998678,0.12341869793272324,19266.0,30401.0,10
2025-09-08T23:55:59.466841,Bitunix,UNIUSDT,9.716,9.717,9.7165,0.0010000000000012221,0.010291771728515638,1437.0,1957.0,5
2025-09-08T23:56:00.244596,Bybit,UNIUSDT,9.713,9.714,9.7135,0.0010000000000012221,0.010294950326877255,19820.1,12836.499999999998,10
2025-09-08T23:56:02.998558,Binance,ATOMUSDT,4.56,4.561,4.560499999999999,0.001000000000000334,0.021927420239016206,72552.85,72528.58,10
2025-09-08T23:56:03.549311,Gate,ATOMUSDT,4.56,4.561,4.560499999999999,0.001000000000000334,0.021927420239016206,6794.549999999999,4645.97,10
2025-09-08T23:56:03.845913,OKX,ATOMUSDT,4.562,4.564,4.563000000000001,0.0019999999999997797,0.04383081306157746,16496.497377,13116.353765000002,10
2025-09-08T23:56:04.219345,BingX,ATOMUSDT,4.559,4.571,4.5649999999999995,0.011999999999999567,0.2628696604600125,73821.55,98601.93000000001,10
2025-09-08T23:56:04.820646,Bitunix,ATOMUSDT,4.561,4.562,4.5615000000000006,0.001000000000000334,0.021922613175497836,13853.9,17087.73,5
2025-09-08T23:56:05.769630,Bybit,ATOMUSDT,4.561,4.562,4.5615000000000006,0.001000000000000334,0.021922613175497836,94496.7,120377.7,10
2025-09-08T23:56:13.086550,Binance,FILUSDT,2.444,2.445,2.4444999999999997,0.0009999999999998899,0.04090816117815054,444135.50000000006,435551.2,10
2025-09-08T23:56:13.765009,Gate,FILUSDT,2.443,2.444,2.4435000000000002,0.0009999999999998899,0.04092490280335133,37273.229999999996,38061.98,10
2025-09-08T23:56:14.143863,OKX,FILUSDT,2.443,2.444,2.4435000000000002,0.0009999999999998899,0.04092490280335133,95031.288702,92245.305627,10
2025-09-08T23:56:14.537951,BingX,FILUSDT,2.443,2.455,2.449,0.01200000000000001,0.48999591670069464,438427.19999999995,519995.69999999995,10
2025-09-08T23:56:15.105258,Bitunix,FILUSDT,2.443,2.444,2.4435000000000002,0.0009999999999998899,0.04092490280335133,33087.9,41164.899999999994,5
2025-09-08T23:56:16.013443,Bybit,FILUSDT,2.443,2.444,2.4435000000000002,0.0009999999999998899,0.04092490280335133,266194.8,185178.7,10
2025-09-08T23:56:17.939395,Binance,TRXUSDT,0.33418,0.33419,0.33418499999999995,1.0000000000010001e-05,0.002992354534168201,248495.0,188526.0,10
2025-09-08T23:56:18.465439,Gate,TRXUSDT,0.33442,0.33443,0.334425,1.0000000000010001e-05,0.0029902070718427157,23640.290000000005,65285.04000000001,10
2025-09-08T23:56:18.744838,OKX,TRXUSDT,0.33443,0.33444,0.33443500000000004,1.0000000000010001e-05,0.0029901176611329557,81695.195791,21211.533750000002,10
2025-09-08T23:56:19.062310,BingX,TRXUSDT,0.33423,0.33436,0.334295,0.00012999999999996348,0.038887808671970406,117958.0,291412.0,10
2025-09-08T23:56:19.486992,Bitunix,TRXUSDT,0.33418,0.33419,0.33418499999999995,1.0000000000010001e-05,0.002992354534168201,298120.0,272379.0,5
2025-09-08T23:56:20.227040,Bybit,TRXUSDT,0.33419,0.3342,0.334195,1.0000000000010001e-05,0.0029922649949909483,189739.0,88979.0,10
2025-09-08T23:56:23.021657,Binance,ETCUSDT,20.907,20.908,20.9075,0.0010000000000012221,0.0047829726174876104,3623.0299999999997,3439.45,10
2025-09-08T23:56:23.567793,Gate,ETCUSDT,20.916,20.917,20.9165,0.0010000000000012221,0.004780914588966712,118.16799999999999,602.2049999999999,10
2025-09-08T23:56:23.905885,OKX,ETCUSDT,20.91,20.92,20.915,0.010000000000001563,0.047812574707155456,10046.584487,11398.580412,10
2025-09-08T23:56:24.343205,BingX,ETCUSDT,20.902,20.917,20.9095,0.015000000000000568,0.07173772687056394,4987.77,3258.55,10
2025-09-08T23:56:24.906047,Bitunix,ETCUSDT,20.907,20.908,20.9075,0.0010000000000012221,0.0047829726174876104,2096.0699999999997,1546.01,5
2025-09-08T23:56:25.784720,Bybit,ETCUSDT,20.901,20.902,20.9015,0.0010000000000012221,0.004784345621133518,2402.9,1744.0,10
2025-09-08T23:56:28.178001,Binance,XLMUSDT,0.37958,0.37959,0.37958499999999995,1.0000000000010001e-05,0.0026344560506895696,125141.0,55834.0,10
2025-09-08T23:56:28.882569,Gate,XLMUSDT,0.37964,0.37972,0.37968,8.00000000000245e-05,0.02107037505268239,4239.83,8952.230000000001,10
2025-09-08T23:56:29.245444,OKX,XLMUSDT,0.37978,0.37979,0.37978500000000004,1.0000000000010001e-05,0.0026330687099306188,1847.6218150000002,10401.813809000001,10
2025-09-08T23:56:29.679700,BingX,XLMUSDT,0.37952,0.37964,0.37958000000000003,0.00011999999999995348,0.03161388903523723,74882.0,78100.0,10
2025-09-08T23:56:30.329095,Bitunix,XLMUSDT,0.3796,0.37961,0.37960499999999997,1.0000000000010001e-05,0.002634317250829152,169754.0,111981.0,5
2025-09-08T23:56:31.285955,Bybit,XLMUSDT,0.37955,0.37956,0.379555,1.0000000000010001e-05,0.002634664277907023,36951.0,119908.0,10
2025-09-08T23:56:33.076456,Binance,VETUSDT,0.02427,0.024273,0.0242715,2.999999999999531e-06,0.012360175514490373,314698.0,335180.0,10
2025-09-08T23:56:33.812522,Gate,VETUSDT,0.02428,0.02429,0.024285,9.999999999999593e-06,0.04117768169651881,1048838.93,981584.6199999999,10
2025-09-08T23:56:34.601323,BingX,VETUSDT,0.024271,0.024284,0.0242775,1.2999999999999123e-05,0.05354752342703789,321482.0,269573.0,10
2025-09-08T23:56:35.195641,Bitunix,VETUSDT,0.024264,0.024273,0.0242685,8.999999999998592e-06,0.03708511032819743,166230.0,163258.0,5
2025-09-08T23:56:36.174544,Bybit,VETUSDT,0.02427,0.02428,0.024274999999999998,9.999999999999593e-06,0.04119464469618782,6295906.0,4953612.0,10
